parkingarea_id,username_alias,date_in_central_european_time,unix_timestamp,action,longitude_latitude
5228532,2197,2018-06-10 12:03:14.666420,1528628594666,DELETE,"(10.7903021151,52.4269659939)"
5216403,2197,2018-06-10 12:03:31.069170,1528628611069,DELETE,"(10.7926747872,52.4276975315)"
5222081,2197,2018-06-10 12:03:47.766565,1528628627767,DELETE,"(10.7953496274,52.4277097081)"
5224845,2197,2018-06-10 12:05:33.799105,1528628733799,DELETE,"(10.7893956036,52.4279701574)"
5633302,2197,2018-06-10 11:48:03.521970,1528627683522,INSERT,"(10.77778081321334,52.42328729484883)"
5633303,2197,2018-06-10 11:48:03.669209,1528627683669,INSERT,"(10.777719186786655,52.4231727050767)"
5633317,2197,2018-06-10 11:52:34.681462,1528627954681,DELETE,"(10.7839482037,52.4220651103)"
5633318,2197,2018-06-10 11:52:44.820330,1528627964820,INSERT,"(10.783939125689077,52.42201294744167)"
5633319,2197,2018-06-10 11:52:45.030372,1528627965030,INSERT,"(10.784010490472596,52.42212542614325)"
5225947,2197,2018-06-10 12:03:19.674645,1528628599675,DELETE,"(10.7901692367,52.4270596225)"
5222653,2197,2018-06-10 12:03:40.260439,1528628620260,DELETE,"(10.79390227,52.4277912505)"
5633320,2197,2018-06-10 12:05:01.397941,1528628701398,INSERT,"(10.791245000000018,52.427709708640386)"
5633321,2197,2018-06-10 12:05:01.552388,1528628701552,INSERT,"(10.791245000000018,52.42783029127719)"
5633321,2197,2018-06-10 12:05:09.611127,1528628709611,DELETE,"(10.791245,52.4278302913)"
5224540,2197,2018-06-10 12:05:28.768885,1528628728769,DELETE,"(10.7899137107,52.4279554736)"
5222646,2197,2018-06-10 12:09:24.560672,1528628964561,DELETE,"(10.7818967316,52.4253726077)"
5633335,2197,2018-06-10 12:17:46.801380,1528629466801,INSERT,"(10.795696924121359,52.42832014949197)"
5633303,2197,2018-06-10 11:48:11.551697,1528627691552,DELETE,"(10.7777191868,52.4231727051)"
5633304,2197,2018-06-10 11:48:45.752560,1528627725753,INSERT,"(10.776838371980062,52.42328287057403)"
5633305,2197,2018-06-10 11:48:45.892724,1528627725893,INSERT,"(10.77690162801997,52.42339712935196)"
5633306,2197,2018-06-10 11:49:12.318347,1528627752318,INSERT,"(10.778272726360242,52.42299704143163)"
5633307,2197,2018-06-10 11:49:12.454467,1528627752454,INSERT,"(10.778327273639734,52.423112958492176)"
5633307,2197,2018-06-10 11:49:19.157105,1528627759157,DELETE,"(10.7783272736,52.4231129585)"
5633308,2197,2018-06-10 11:49:32.925486,1528627772925,INSERT,"(10.779473522479492,52.42279190403606)"
5633309,2197,2018-06-10 11:49:33.066534,1528627773067,INSERT,"(10.779526477520491,52.4229080958874)"
5633309,2197,2018-06-10 11:49:40.259061,1528627780259,DELETE,"(10.7795264775,52.4229080959)"
5224918,2197,2018-06-10 11:50:09.663956,1528627809664,DELETE,"(10.7803761714,52.4223797665)"
